Job,Publish Date,Skills,Budget,Bids,Summary,Link
Plr em vídeo,10 de Maio de 2023 14:12,['N/I'],USD 50 - 100,0,"Preciso de uma expert no assunto para transformar meu ebook plr em vídeos aulas bem feitas e com a qualidade boa para divulgar

Categoria: Marketing e Vendas
Subcategoria: Vendedor
Tamanho do projeto: Médio
Isso é um projeto ou uma posição de trabalho?: Um projeto
Disponibilidade requerida: Conforme necessário",https://www.workana.com/job/plr-em-video?ref=projects_26
Desenho de roupa feminina para uma empresa de agricultura,10 de Maio de 2023 14:10,"Design Gráfico, Adobe Illustrator, Adobe Photoshop",USD 50 - 100,0,"Quero que esse design seja usado no uniforme para as meninas usarem quando forem colher alface e os outros legumes. Quero que seja bem diferente e chamativo

Categoria: Design e Multimedia
Subcategoria: Imagens para redes sociais
Do que você precisa?: Criar imagens novas do zero
Isso é um projeto ou uma... Ver mais detalhes",https://www.workana.com/job/desenho-de-roupa-feminina-para-uma-empresa-de-agricultura?ref=projects_26
Página de redirecionamento,10 de Maio de 2023 22:15,"HTML, WordPress, Responsive Web Design, API, CSS, HTML5, JavaScript, MySQL, PHP, Wix",USD 50 - 100,16,"Preciso criar uma página de redirecionamento com informações e produtos para usar no instagram no link da bio. Exemplo, clica no link da bio, cai na página de oferta dos produtos, clica no produto desejado e é direcionado para o link do anúncio / páginas de vendas.

Categoria: Design e Multimedia
... Ver mais detalhes",https://www.workana.com/job/pagina-de-redirecionamento?ref=projects_27
Design de página institucional de empresa distribuidora de softwares Aec,10 de Maio de 2023 19:24,"CSS, HTML, Responsive Web Design, HTML5, JavaScript, PHP",USD 500 - 1.000,25,"Necessitamos reformular (atualizar visual e UX...) De nossa página corporativa.
Estamos usando a atual por muitos anos ...
Link da página: http://www.cadtec.com.br

Categoria: TI e Programação
Subcategoria: Web Design
Qual é o alcance do projeto?: Criar um novo design personalizado
Isso é um projeto... Ver mais detalhes",https://www.workana.com/job/design-de-pagina-institucional-de-empresa-distribuidora-de-softwares-aec?ref=projects_27
Preciso de editor para editor um treinamento em espanhol,10 de Maio de 2023 13:49,Edição de vídeo,USD 50 - 100,6,"Temos um treinamento com menos de 10 aulas que precisa ser revisado e editado. O conteúdo já está cortado e pré-editado, o necessário é apenas revisar, fazer um jogo de zoom, um tratamento no áudio e imagem e colocar a marca d'agua da nossa empresa!

Categoria: Design e Multimedia
Subcategoria: Criar... Ver mais detalhes",https://www.workana.com/job/preciso-de-editor-para-editor-um-treinamento-em-espanhol?ref=projects_27
Reforma em site,10 de Maio de 2023 13:45,"HTML, WordPress, Responsive Web Design, CSS",USD 100 - 250,7,"Hoje tenho um site no ar, criei todo o mockup dele e preciso de um Web Design/Programador que consiga atualizar meu site. Estou disponível para entender as etapas do processo, mas tenho urgência em subir.

Categoria: Design e Multimedia
Subcategoria: Web Design
Do que você precisa?: Alteração média
Isso... Ver mais detalhes",https://www.workana.com/job/reforma-em-site?ref=projects_27
Site institucional de um prédio comercial,10 de Maio de 2023 13:44,"HTML, PHP, WordPress, CSS",USD 100 - 250,16,"Site institucional clássico utilizando tema pronto de wordpress. Site institucional clássico utilizando tema pronto de wordpress.

Categoria: TI e Programação
Subcategoria: Wordpress
Qual é o alcance do projeto?: Instalação/Configuração de pacote
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/site-institucional-de-um-predio-comercial?ref=projects_27
Preciso de um Analista de Testes para realizar 8 questões de prova,10 de Maio de 2023 13:42,QA,USD 100 - 250,10,"Preciso de uma Analista de Testes para realizar 8 questões de uma avaliação.
OBS: Terá que assistir as aulas e realizar as questões para Testes de Software e ser aprovado.

Categoria: TI e Programação
Subcategoria: Programação
Qual é o alcance do projeto?: Bug ou alteração pequena
Isso é um projeto ou... Ver mais detalhes",https://www.workana.com/job/preciso-de-um-analista-de-testes-para-realizar-8-questoes-de-prova?ref=projects_27
Animação ou criação de vídeo em cima de uma narração,10 de Maio de 2023 13:38,"Adobe After Effects, Adobe Premiere, Edição de vídeo",USD 50 - 100,5,"Preciso de um profissional que crie uma animação ou ilustre uma narração com videos, imagens, textos e etc.

A narração contém 10 minutos e 20 segundos de duração e desejo também ao profissional que insira um trilha ao fundo para que a narração não fique tão ""crua"" e desanimada.

Categoria: Design e... Ver mais detalhes",https://www.workana.com/job/animacao-ou-criacao-de-video-em-cima-de-uma-narracao?ref=projects_27
"Aplicação web e dois mobile, Front-end e backend",10 de Maio de 2023 13:37,"JavaScript, MySQL, PHP, Android, CSS, Estruturação de Dados, HTML, iOS, Node.js, React Native",USD 250 - 500,3,"Somos uma empresa de soluções de negócios
Esse projeto consiste em um banco de dados para uma rede de loja, no ramo de manutenção preventiva de automotores
Cadastros de clientes e funcionários, consultas de placas de veículos e manutenção

Categoria: TI e Programação
Subcategoria: Programação
Qual é o... Ver mais detalhes",https://www.workana.com/job/aplicacao-web-e-dois-mobile-front-end-e-backend?ref=projects_27
Criação Campanha Para Escritório De Advocacia,10 de Maio de 2023 13:37,"Facebook, Google AdWords, Marketing Online",USD 100 - 250,15,"Estamos em busca de um freelancer para nos ajudar na criação de uma campanha de engajamento nas redes sociais e tráfego pago com o objetivo de atrair clientes nas áreas trabalhista, consumidor, tributária e previdenciária. O profissional deve ter experiência em marketing digital, conhecimento em... Ver mais detalhes",https://www.workana.com/job/criacao-campanha-para-escritorio-de-advocacia?ref=projects_27
Desenvolvimento de Ferramenta Para Checkout Web com Integrações com Erp,11 de Maio de 2023 12:50,"Magento, PHP, WordPress",USD 1.000 - 3.000,2,"Procuro dev full stack para projeto de desenvolvimento de ferramenta checkout web (no site do cliente) com integração api em erp.

Categoria: TI e Programação
Subcategoria: Lojas Virtuais (e-commerce)
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/desenvolvimento-de-ferramenta-para-checkout-web-com-integracoes-com-erp?ref=projects_28
Project Finance para projeto de energia de grande porte,10 de Maio de 2023 14:22,"Microsoft Excel, Análise Financeira, Management",USD 100 - 250,3,"Project finance completo para um grande projeto de empresa de energia inovadora com grande capacidade de escalabilidade e interface com grandes bancos e empresas do setor

Categoria: Finanças e Administração
Subcategoria: Planejamento estratégico
Do que você precisa?: Para uma PME
Isso é um projeto ou... Ver mais detalhes",https://www.workana.com/job/project-finance-para-projeto-de-energia-de-grande-porte?ref=projects_28
Web designer,10 de Maio de 2023 13:17,"HTML, WordPress, Responsive Web Design, HTML5",USD 100 - 250,3,"Integrar pessoas desempregada prestar serviço freelance para pessoas e empresas. Esse tipo de plataforma pode oferecer uma maneira simples e acessível para que essas pessoas possam encontrar trabalho e gerar renda.

Aos profissionais responsáveis por criar meu site desse tipo devem estar cientes... Ver mais detalhes",https://www.workana.com/job/web-designer-1095?ref=projects_28
Preciso de homens  pra gravar depoimentos em espanhol,10 de Maio de 2023 13:14,"Escrita de artigos, Investigação",Menos de USD 50,4,"Preciso de 6 depoimentos em vídeo em Espanhol para um produto. Preciso que seja espanhol Latino Americano, e que tenha emoção e verdade na fala.

Categoria: Tradução e conteúdos
Subcategoria: Outros
Tamanho do projeto: Médio
Isso é um projeto ou uma posição de trabalho?: Um projeto
Disponibilidade requerida: Conforme necessário",https://www.workana.com/job/preciso-de-pessoas-pra-gravar-depoimentos-em-espanhol?ref=projects_28
Revisão de Textos para publicação de Anais,10 de Maio de 2023 13:12,"Escrita de artigos, Edição de textos, Escrita criativa, Adobe InDesign, Diagramação",USD 50 - 100,9,"Fazemos alguns eventos e temos a necessidade de decupar as palestras, revisar e editar o material para formatação do pdf. Há necessidade de que o revisor tenha intimidade com setor jurídico.

Categoria: Tradução e conteúdos
Subcategoria: Revisão de textos
Quantas palavras?: Mais de 5000 palavras
Isso é... Ver mais detalhes",https://www.workana.com/job/revisao-de-textos-para-publicacao-de-anais?ref=projects_28
Criar um video com locução,10 de Maio de 2023 13:11,"Adobe After Effects, Adobe Premiere, Edição de vídeo",Menos de USD 50,2,"Criar um video entre 30/45 segundos para falar sobre a empresa e cases com uma locução feminina para servir como fortalecimento de marca.

Categoria: Design e Multimedia
Subcategoria: Criar ou editar vídeo
Do que você precisa?: Novo vídeo a partir de gravações existentes
Isso é um projeto ou uma posição... Ver mais detalhes",https://www.workana.com/job/criar-um-video-com-locucao?ref=projects_28
Aplicativo De Apostas que opere sozinho,10 de Maio de 2023 13:10,"API, Java, JavaScript, MySQL, PHP, Python, CSS, HTML, HTML5, Responsive Web Design",USD 500 - 1.000,2,"Preciso de um robô que opere sozinho na BET 365 ( de forma automática ) seguindo seguindo os sinais da minha sala de sinais, tudo que meu grupo de sinais enviar para o Telegram , o robô opera sozinho na bet 365, Tenho algumas Ideias que gostaria de discutir sobre o projeto com uma pessoa que... Ver mais detalhes",https://www.workana.com/job/aplicativo-de-apostas-que-opere-sozinho-1?ref=projects_28
Criação de blogs para o site albaenergia.com.br,10 de Maio de 2023 13:10,"Escrita de artigos, Edição de textos, Escrita criativa, Blogs, SEO",USD 50 - 100,19,"Projeto consiste na criação de blogs para o site da Alba Energia Solar, como temáticas de Energia Solar.
- 600 Palavras cada
- Necessário emitir NF

Categoria: Tradução e conteúdos
Subcategoria: Redação para sites
Quantas palavras?: Entre 1000 e 5000 palavras
Isso é um projeto ou uma posição de... Ver mais detalhes",https://www.workana.com/job/criacao-de-blogs-para-o-site-albaenergia-com-br?ref=projects_28
"Logo e identidade visual, em alta reesolução",10 de Maio de 2023 13:08,"Identidade de marca corporativa, Design Gráfico, Adobe Illustrator",USD 50 - 100,13,"Logo e identidade visual para marca de academia, chamada ""Barrastreet Fit"" , com indicações de usos de marca, cores (e seus códigos), exemplos de uso e arquivos em alta qualidade e resolução.

Categoria: Design e Multimedia
Subcategoria: Imagem Corporativa
Qual é o alcance do projeto?: Definir desde... Ver mais detalhes",https://www.workana.com/job/logo-e-identidade-visual-em-alta-reesolucao?ref=projects_28
Página de redirecionamento,10 de Maio de 2023 22:15,"HTML, WordPress, Responsive Web Design, API, CSS, HTML5, JavaScript, MySQL, PHP, Wix",USD 50 - 100,16,"Preciso criar uma página de redirecionamento com informações e produtos para usar no instagram no link da bio. Exemplo, clica no link da bio, cai na página de oferta dos produtos, clica no produto desejado e é direcionado para o link do anúncio / páginas de vendas.

Categoria: Design e Multimedia
... Ver mais detalhes",https://www.workana.com/job/pagina-de-redirecionamento?ref=projects_29
Project Finance para projeto de energia de grande porte,10 de Maio de 2023 14:22,"Microsoft Excel, Análise Financeira, Management",USD 100 - 250,3,"Project finance completo para um grande projeto de empresa de energia inovadora com grande capacidade de escalabilidade e interface com grandes bancos e empresas do setor

Categoria: Finanças e Administração
Subcategoria: Planejamento estratégico
Do que você precisa?: Para uma PME
Isso é um projeto ou... Ver mais detalhes",https://www.workana.com/job/project-finance-para-projeto-de-energia-de-grande-porte?ref=projects_29
Edição de vídeos + sincronização de áudio + Colorização,10 de Maio de 2023 12:41,"Adobe After Effects, Adobe Premiere, Edição de vídeo, Edição, Edição de audio",Mais de USD 45 / hora,3,"Preciso da edição de 5 vídeos finalizados com 15 segundos cada.
Os vídeos são de um carro rebaixado.
Tem que ser vídeo com speed ramp, efeitos, deixar num estilo mais jovem e dinâmico.
Tenho imagens de Drone, Canon R e captei o áudio separado. (Tem que sincronizar o áudio).

Só vou contratar... Ver mais detalhes",https://www.workana.com/job/edicao-de-videos-sincronizacao-de-audio-colorizacao?ref=projects_29
Planilha para relatórios no Excel,10 de Maio de 2023 12:38,"Investigação de Mercado, Microsoft Excel, Microsoft Project",Menos de USD 50,22,"Olá,

Estou a procura de um profissional para montar uma planilha excel para análises de vendas semanal mostrando gráficos diários.

Que tenha quantidade de vendas  e faturamento total individual por produto.

Categoria: Finanças e Administração
Subcategoria: Relevamento de dados
Tamanho do... Ver mais detalhes",https://www.workana.com/job/planilha-para-relatorios-no-excel?ref=projects_29
Rotulos Para Sites,10 de Maio de 2023 12:37,"HTML, WordPress, Responsive Web Design",Menos de USD 50,4,"Preciso adaptar rotulos em varios tipos de frascos para farmacia e fazer rotulos para 3 tips de shampoo e 3 condicionadores partindo de um modelo antigo.

Categoria: Design e Multimedia
Subcategoria: Web Design
Do que você precisa?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um... Ver mais detalhes",https://www.workana.com/job/rotulos-para-sites?ref=projects_29
"Edição de vídeos  ""Jornada diaria""",10 de Maio de 2023 12:36,"Adobe After Effects, Adobe Premiere, Edição de vídeo, Edição de audio",USD 50 - 100,8,"A ideia é editarmos vídeos no estilo dos que vou postar nos anexos, serão por volta de 6 a 7 vídeos semanais! O número pode variar porém sempre pagaremos a diferença nesses casos!

Categoria: Design e Multimedia
Subcategoria: Criar ou editar vídeo
Do que você precisa?: Novo vídeo a partir de gravações... Ver mais detalhes",https://www.workana.com/job/edicao-de-videos-jornada-diaria?ref=projects_29
Texto para faculdade,10 de Maio de 2023 12:36,Edição de textos,Menos de USD 50,10,"A miscigenação brasileira vem basicamente de três raças: índios, negros e brancos. No contato entre os três, por razões diversas, os brancos (portugueses) ocupavam posição de destaque. A partir dessa configuração, e com a chegada de europeus de outros países, além de japoneses, a identidade... Ver mais detalhes",https://www.workana.com/job/texto-para-faculdade?ref=projects_29
5 vídeos de 1min,10 de Maio de 2023 17:47,"Escrita de artigos, Investigação, Edição de vídeo",Menos de USD 50,1,"Boa tarde, procuro editor de vídeo para editar uns criativos para o YouTube.. Cada vídeo tem apenas 1min em média..
Mandem o vosso portfólio e propostas…

Categoria: Tradução e conteúdos
Subcategoria: Outros
Tamanho do projeto: Pequeño
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/5-videos-de-1min?ref=projects_29
Game demo unity 3d,10 de Maio de 2023 17:47,"HTML5, MySQL, PHP, C#, JavaScript, Animação, Design Gráfico, Edição de vídeo, Modelação 3D, +",USD 250 - 500,1,"projecto demo no unity 3d estilo rpg  open  world  e luta o que eu quero e uma luta entre 3  gigantes mas para isso o heroi tera que subir em cima deles  e cortar eles nos pontos fracos se um dos herois for atingido morre se nao  meter o escudo

Categoria: TI e... Ver mais detalhes",https://www.workana.com/job/game-demo-unity-3d?ref=projects_29
Desenvolvimento de Ferramenta Para Checkout Web com Integrações com Erp,11 de Maio de 2023 12:50,"Magento, PHP, WordPress",USD 1.000 - 3.000,2,"Procuro dev full stack para projeto de desenvolvimento de ferramenta checkout web (no site do cliente) com integração api em erp.

Categoria: TI e Programação
Subcategoria: Lojas Virtuais (e-commerce)
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/desenvolvimento-de-ferramenta-para-checkout-web-com-integracoes-com-erp?ref=projects_30
Página de redirecionamento,10 de Maio de 2023 22:15,"HTML, WordPress, Responsive Web Design, API, CSS, HTML5, JavaScript, MySQL, PHP, Wix",USD 50 - 100,16,"Preciso criar uma página de redirecionamento com informações e produtos para usar no instagram no link da bio. Exemplo, clica no link da bio, cai na página de oferta dos produtos, clica no produto desejado e é direcionado para o link do anúncio / páginas de vendas.

Categoria: Design e Multimedia
... Ver mais detalhes",https://www.workana.com/job/pagina-de-redirecionamento?ref=projects_30
Design de Escritório Simples,10 de Maio de 2023 11:12,"Design Gráfico, Adobe Illustrator, Adobe Photoshop",Menos de USD 50,3,"Quero fazer um projeto para o meu escritório. É Um espaço pequeno, mas queria remodelar com móveis e nova pintura do espaço.

Categoria: Design e Multimedia
Subcategoria: Outros",https://www.workana.com/job/design-de-escritorio-simples?ref=projects_30
Integreção de Api de pagamento,10 de Maio de 2023 16:21,"Magento, PHP, WordPress, React.js",USD 100 - 250,2,"Tenho um sistema que usa para o sistema assas porem estou quero a integração com o paypal ou strip, Ex: em meu sistema o cliente faz o cadastro e deixamos ele usar por 3 dias depois disso ele deve fazer uma doação no valor que desejar e ai e liberada a pllataforma para ele usar por mais 30 dias, no... Ver mais detalhes",https://www.workana.com/job/integrecao-de-api-de-pagamento?ref=projects_30
Integração Api via Post no Mercado Pago,10 de Maio de 2023 11:06,"JavaScript, MySQL, PHP, API",USD 100 - 250,4,"Precisamos de uma integração api via post entre integromat/make e mercado pago. Queremos automatizar a criação de links de pagamento, já que não temos loja online que faça essa integração.

Categoria: TI e Programação
Subcategoria: Programação
Qual é o alcance do projeto?: Bug ou alteração pequena
Isso... Ver mais detalhes",https://www.workana.com/job/integracao-api-via-post-no-mercado-pago?ref=projects_30
"Criação de aplicativo React Native , Xamarim , ou .Net Maui",10 de Maio de 2023 11:05,"JavaScript, MySQL, API, HTML, HTML5, Responsive Web Design",Menos de USD 50,5,"Temos um site que está feito em html , javascript e css e queremos criar também um app simples (apenas para no primeiro momento mostrar o site )
No segundo momento podemos pensar em formas de atualização deste aplicativo para ser melhor ainda para o usuário

Categoria: TI e Programação
Subcategoria:... Ver mais detalhes",https://www.workana.com/job/criacao-de-aplicativo-react-native-xamarim-ou-net-maui?ref=projects_30
Mini indice,10 de Maio de 2023 11:01,"JavaScript, MySQL, PHP, CSS, HTML5",USD 100 - 250,3,"Preciso de um robo para fazer as entradas automaticas no mini indice usando minha estrategia.
a estrategia tem um indicador e alguns criterios para entradas

Categoria: TI e Programação
Subcategoria: Programação
Qual é o alcance do projeto?: Bug ou alteração pequena
Isso é um projeto ou uma posição de... Ver mais detalhes",https://www.workana.com/job/mini-indice?ref=projects_30
Falantes de português (de Portugal) necessários para um projeto de gravação de voz,10 de Maio de 2023 16:12,"Transcrição, Tradução ao Inglês, Tradução ao português, Edição de textos, +",Mais de USD 3.000,0,"Procuramos tanto candidatos experientes quanto aqueles que buscam o primeiro emprego na plataforma.

A tarefa é gravar seis conversas de 20 minutos em português de Portugal com um amigo ou conhecido.  As gravações serão feitas através de um aplicativo em seu smartphone.

Infelizmente,... Ver mais detalhes",https://www.workana.com/job/falantes-de-portugues-de-portugal-necessarios-para-um-projeto-de-gravacao-de-voz?ref=projects_30
Edição profissional de Vsl,10 de Maio de 2023 10:56,"Adobe After Effects, Adobe Premiere, Edição de vídeo, Edição, Animação, +",USD 50 - 100,12,"Preciso de um profissional em edição de VSL para editar duas VSLs e orientação na gravação. O As VSL serão 20 minutos e outra 10 minutos.

Categoria: Design e Multimedia
Subcategoria: Criar ou editar vídeo
Do que você precisa?: Edição de vídeo existente
Isso é um projeto ou uma posição de trabalho?: Um... Ver mais detalhes",https://www.workana.com/job/edicao-profissional-de-vsl-1?ref=projects_30
Desenvolvimento de Ferramenta Para Checkout Web com Integrações com Erp,11 de Maio de 2023 12:50,"Magento, PHP, WordPress",USD 1.000 - 3.000,2,"Procuro dev full stack para projeto de desenvolvimento de ferramenta checkout web (no site do cliente) com integração api em erp.

Categoria: TI e Programação
Subcategoria: Lojas Virtuais (e-commerce)
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/desenvolvimento-de-ferramenta-para-checkout-web-com-integracoes-com-erp?ref=projects_31
Página de redirecionamento,10 de Maio de 2023 22:15,"HTML, WordPress, Responsive Web Design, API, CSS, HTML5, JavaScript, MySQL, PHP, Wix",USD 50 - 100,16,"Preciso criar uma página de redirecionamento com informações e produtos para usar no instagram no link da bio. Exemplo, clica no link da bio, cai na página de oferta dos produtos, clica no produto desejado e é direcionado para o link do anúncio / páginas de vendas.

Categoria: Design e Multimedia
... Ver mais detalhes",https://www.workana.com/job/pagina-de-redirecionamento?ref=projects_31
Shopify- Personalizar Pagina Do Produto,10 de Maio de 2023 07:14,"WordPress, CSS, HTML, JavaScript, Lojas Virtuais (e-commerce), JSON",USD 100 - 250,2,"Gostaria de algum freelancer para tirar alguns ''ícones'' responsivos de um tema pronto e colocar em outro tema, esses ''ícones'' eles se alteram conforme uma ordem aleatória para que não fiquem com valor fixo para cada cliente, algum deles se alteram conforme o tempo do cliente na pagina do... Ver mais detalhes",https://www.workana.com/job/shopify-personalizar-pagina-do-produtos?ref=projects_31
Site em Wordpress,10 de Maio de 2023 12:21,"CSS, HTML, Responsive Web Design, WordPress",Menos de USD 50,12,"Desenvolver uma Landing Page e Pagina de Obrigado. Desenvolver uma Landing Page e Pagina de Obrigado. Desenvolver uma Landing Page e Pagina de Obrigado

Categoria: Design e Multimedia
Subcategoria: Landing Page
Do que você precisa?: Criar uma Landing Page a partir de um esboço
Isso é um projeto ou uma... Ver mais detalhes",https://www.workana.com/job/site-em-wordpress-898?ref=projects_31
Campanha Omnichannel para Projeto Piloto,10 de Maio de 2023 11:51,"Facebook, Marketing Online, Marketing",USD 250 - 500,2,"Olá! Preciso de auxilio para elaboração de 1-2 páginas de campanha omnichannel para o lançamento de um produto com métricas definidas. Somente overview the como seria a campanha para captação de novos clientes usando todos os canais omnichannel pois o projeto é piloto.
Obrigada.

Categoria: Marketing... Ver mais detalhes",https://www.workana.com/job/campanha-omnichannel-para-projeto-piloto?ref=projects_31
Preciso de uma pessoa que entenda copy para Vsl,10 de Maio de 2023 06:21,"Escrita de artigos, Investigação, Edição de textos, Escrita criativa",Menos de USD 50,11,"Vsl do zero para conversão de vendas, preciso de uma pessoa que entenda sobre copy, é que tenha experiência no que faz, vou ajudar também na criação

Categoria: Tradução e conteúdos
Subcategoria: Outros
Tamanho do projeto: Médio
Isso é um projeto ou uma posição de trabalho?: Um projeto
Disponibilidade requerida: Conforme necessário",https://www.workana.com/job/preciso-de-uma-pessoa-que-entenda-copy-para-vsl?ref=projects_31
Sdr - Assistente de vendas com ou experiência com disposição!,10 de Maio de 2023 06:08,"Marketing, Vendas, Representante de Desenvolvimento de Vendas",USD 50 - 100,2,"Estamos procurando um SDR para nossa equipe de Assessoria de Marketing e Vendas, esse profissional terá as seguintes funções:
-Criar lista de prospecção (diferencial)
-Realizar o primeiro contato com cliente em potencial e agendar reunião com especialista
-Após a conclusão da reunião e confirmação... Ver mais detalhes",https://www.workana.com/job/sdr-assistente-de-vendas-com-ou-experiencia-com-disposicao?ref=projects_31
Preciso de um designer de páginas web para minha agência - Trabalho Integral,10 de Maio de 2023 05:47,"WordPress, Responsive Web Design, Design Gráfico, Web Design",USD 15 - 45 / hora,8,"Sou dono de uma agência que está expandindo rápidamente, presto serviços em diversas áreas no digital, e um dos serviços prestados é o design de landing pages e websites.

Preciso de ajuda na área de alguém que seja responsável e ágil, e que consiga produzir sem ter que ser micro-gerenciado... Ver mais detalhes",https://www.workana.com/job/preciso-de-um-designer-de-paginas-web-para-minha-agencia-trabalho-integral?ref=projects_31
Apresentação de prestação de serviços,10 de Maio de 2023 10:59,"Identidade de marca corporativa, Design Gráfico, Adobe Illustrator",USD 50 - 100,6,"Preciso criar uma apresentação em slides sobre a prestação de serviços da nossa empresa, não é uma apresentação grande , acredito que o serviço não é tão complicado, mas preciso de um design bonito para esses slides.

Categoria: Design e Multimedia
Subcategoria: Imagem Corporativa
Qual é o alcance do... Ver mais detalhes",https://www.workana.com/job/apresentacao-de-prestacao-de-servicos?ref=projects_31
Captação de dados automatizados,10 de Maio de 2023 23:27,"JavaScript, MySQL, PHP, API, HTML, HTML5, Python",USD 250 - 500,16,"Estou procurando um dev que possa extrair dados de forma automatizada de alguns sites para geração de uma planilha para futura exportação.

Categoria: TI e Programação
Subcategoria: Programação
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
Tenho,... Ver mais detalhes",https://www.workana.com/job/captacao-de-dados-automatizados?ref=projects_32
Página de redirecionamento,10 de Maio de 2023 22:15,"HTML, WordPress, Responsive Web Design, API, CSS, HTML5, JavaScript, MySQL, PHP, Wix",USD 50 - 100,16,"Preciso criar uma página de redirecionamento com informações e produtos para usar no instagram no link da bio. Exemplo, clica no link da bio, cai na página de oferta dos produtos, clica no produto desejado e é direcionado para o link do anúncio / páginas de vendas.

Categoria: Design e Multimedia
... Ver mais detalhes",https://www.workana.com/job/pagina-de-redirecionamento?ref=projects_32
Designe Do quarto,10 de Maio de 2023 04:07,"3d, Modelação 3D, AutoCAD, Design Gráfico, 3ds Max, Arquitetura, Engenharia Civil, +",USD 50 - 100,20,"Preciso apenas organizar 1 quarto, ja estar pintado  e pronto pra arrumar moveis, quero so dar uma caprichada no designe pra deixar lindo, por enquanto so tenho a cama.

Categoria: Engenharia e Manufatura
Subcategoria: Desenhos em CAD
Do que você precisa?: Criação do zero
Isso é um projeto ou uma... Ver mais detalhes",https://www.workana.com/job/designe-do-quarto?ref=projects_32
Logo Para Loja,10 de Maio de 2023 03:59,"Design Gráfico, Ilustração, Adobe Illustrator",Menos de USD 50,20,"Olá, preciso de um ajuste na minha logo, e uma favicon ou criar uma outra melhor do que a antiga. Preciso de uma pessoa experiente em logos de lojas e favicon. obrigado!

Categoria: Design e Multimedia
Subcategoria: Design de Logo
Do que você precisa?: Criar um logotipo a partir de um esboço
Isso é um... Ver mais detalhes",https://www.workana.com/job/logo-para-loja-66?ref=projects_32
Design esportivo,10 de Maio de 2023 03:54,"Android, Responsive Web Design, Design de App Mobile",USD 50 - 100,1,"Preciso desenvolver design,fleyr esportivo eu sou jogador de futebol mais gosto muito de design fleyr faço design de basquete,Futebol,hambugueria,Pizzaria

Categoria: Design e Multimedia
Subcategoria: Design de App Mobile
Do que você precisa?: Pequena atualização de um design existente
Isso é um projeto... Ver mais detalhes",https://www.workana.com/job/design-esportivo?ref=projects_32
Add usuarios em canal privado telegram apenas com link,10 de Maio de 2023 03:53,"JavaScript, MySQL, PHP, API",USD 250 - 500,2,"Olá eu preciso de uma software ou algum tipo de programação que adicione usuarios (Perfis) em canal privado do telegram apenas com link do canal.

Categoria: TI e Programação
Subcategoria: Programação
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/add-usuarios-em-canal-privado-telegram-apenas-com-link?ref=projects_32
Assistente De Vendas - Sdr (Renda Principal ou Renda Extra),10 de Maio de 2023 03:53,Vendas,USD 250 - 500,2,"Estamos procurando um SDR para nossa equipe de Assessoria de Marketing e Vendas, para complementar nosso Time comercial de vendas direta.

- Oportunidade de Trabalho Home Office
- Horário flexível
- Remuneração de acordo com a sua produtividade
- Com plano de carreira.

Requisitos:
- Não exigimos... Ver mais detalhes",https://www.workana.com/job/assistente-de-vendas-sdr-renda-principal-ou-renda-extra?ref=projects_32
Produto de emagrecer,10 de Maio de 2023 03:43,"Assistente de administração, Microsoft Excel, Assistente Virtual, +",Menos de USD 50,24,"Preciso de um suporte para atender meus clientes no whatzap, onde seja organizado e criativo para projetos novos e que facilitem o produto ao cliente

Categoria: Suporte Administrativo
Subcategoria: Assistente virtual
Tamanho do projeto: Pequeño
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/produto-de-emagrecer?ref=projects_32
Marca de E-commerce Americana Buscando Por Gerente Operacional Para Escalar a 8 Dígitos em Dólar (Remoto),10 de Maio de 2023 08:53,"Facebook, Marketing Online, Marketing, Edição de textos, Design Gráfico, +",Mais de USD 3.000,3,"Olá, tudo bem?

Me chamo Luciano, e faço parte do time de recrutamento de talentos da Optimum, uma empresa de e-commerce americana, mas com raízes brasileiras!

Somos uma marca de e-commerce de sucesso no mercado americano procurando um(a) gerente experiente, altamente organizado(a), e com muita... Ver mais detalhes",https://www.workana.com/job/marca-de-e-commerce-americana-buscando-por-gerente-operacional-para-escalar-a-8-digitos-em-dolar-remoto?ref=projects_32
